State,City,Date,Year,Month,Domestic_Tourists,International_Tourists,Tourism_Revenue_Cr,Popular_Attraction,Average_Spending_per_Tourist,Number_of_Hotels,Average_Hotel_Price,Events_or_Festivals,Weather_Condition,Mode_of_Transport,Average_Transport_Cost,Local_Transport_Used,Average_Stay_Days,Hotel_Occupancy_Rate(%),Tourist_Satisfaction_Score,Adventure_Activities,Medical_Facilities
Sikkim,Gangtok,01-04-2023,2023,April,18403,1662,26265.35,River Rafting,1.31,163,4858.82,Food Festival,Cold,Bus,7617.75,No,3.1,78.62,4.9,No,Poor
Sikkim,Gangtok,01-05-2023,2023,May,42245,4812,43406.63,Beach,0.92,342,4620.56,Crafts Mela,Cold,Flight,3836.27,Yes,14.7,51.15,3,Yes,Poor
Sikkim,Gangtok,01-06-2023,2023,June,36695,1094,52462,Backwaters,1.39,92,7604.74,Food Festival,Rainy,Boat,1485.59,Yes,2.2,71.25,3.9,No,Good
Sikkim,Gangtok,01-07-2023,2023,July,45827,4672,74186.45,Fort,1.47,440,8977.13,Dance Festival,Sunny,Flight,7280.22,No,4.4,67.82,3.7,Yes,Good
Sikkim,Gangtok,01-08-2023,2023,August,27604,1874,40988.39,Hill Station,1.39,205,5887.71,Food Festival,Humid,Boat,5316.65,Yes,5.1,85.58,3.6,Yes,Poor
Sikkim,Gangtok,01-09-2023,2023,September,45799,626,43125.07,Hill Station,0.93,205,6811.01,Art Fair,Snowy,Car,7538.28,No,11.9,89.51,4.7,Yes,Average
Sikkim,Gangtok,01-10-2023,2023,October,46803,2507,52976.53,Backwaters,1.07,422,8923.71,Sports Event,Cloudy,Bus,2820.74,Yes,8.4,84.13,3.6,No,Poor
Sikkim,Gangtok,01-11-2023,2023,November,39276,2118,46945.04,Beach,1.13,365,9722.7,Religious Event,Snowy,Bus,5105.2,No,13.7,73.25,3.4,No,Average
Sikkim,Gangtok,01-12-2023,2023,December,24359,733,27267.25,Cultural Festival,1.09,246,6341.42,Religious Event,Sunny,Boat,895.08,Yes,6.6,65.1,3.9,Yes,Average
Tripura,Agartala,01-01-2019,2019,January,49115,2514,39089.21,River Rafting,0.76,311,3100.14,Dance Festival,Rainy,Flight,1151.72,Yes,12.6,91.47,4.7,Yes,Poor
Tripura,Agartala,01-02-2019,2019,February,39501,3923,40395.98,Backwaters,0.93,403,2371.88,Crafts Mela,Sunny,Flight,5655.86,Yes,13.3,71.49,3.1,Yes,Good
Tripura,Agartala,01-03-2019,2019,March,34163,2763,58698.33,Cultural Festival,1.59,307,2311.79,Religious Event,Cold,Car,2162.7,No,3,90.3,4.9,Yes,Poor
Tripura,Agartala,01-04-2019,2019,April,36525,1886,46636.14,Hill Station,1.21,493,9505.09,Art Fair,Rainy,Bus,6128.16,No,10,68.68,3.8,Yes,Poor
Tripura,Agartala,01-05-2019,2019,May,33477,4478,54215.59,Temple,1.43,421,8282.31,Sports Event,Snowy,Bike,2041.02,No,5.8,51.61,4.2,No,Good
Tripura,Agartala,01-06-2019,2019,June,5134,976,6777.49,Fort,1.11,143,8166.21,Religious Event,Cloudy,Bike,6915.02,Yes,9.7,51.75,3.9,No,Good
Tripura,Agartala,01-07-2019,2019,July,23794,1130,30397.73,Desert Safari,1.22,95,2216.38,Music Festival,Cold,Bus,3342.81,Yes,2.3,71.74,4.2,No,Average
Tripura,Agartala,01-08-2019,2019,August,5761,1047,6425.05,Cultural Festival,0.94,267,8414.69,Dance Festival,Snowy,Bike,2063.25,No,7.9,89.14,4.3,Yes,Average
Tripura,Agartala,01-09-2019,2019,September,37719,3593,62846.06,River Rafting,1.52,127,9206.69,Music Festival,Rainy,Bus,5430.1,No,7.7,91.95,4.3,Yes,Poor
Tripura,Agartala,01-10-2019,2019,October,27781,748,30674.38,Cultural Festival,1.08,269,8867.71,Music Festival,Rainy,Bike,4531.02,No,6.3,71.27,4.4,Yes,Average
Tripura,Agartala,01-11-2019,2019,November,7562,2727,18049.46,Beach,1.75,455,5908.85,Food Festival,Rainy,Car,5783.64,No,5.7,90.17,3.6,No,Good
Tripura,Agartala,01-12-2019,2019,December,12704,1342,24504.65,Fort,1.74,467,4786.98,Sports Event,Rainy,Flight,4315.4,No,2.7,57.95,4,Yes,Poor
Tripura,Agartala,01-01-2020,2020,January,26548,3358,39990.8,Cultural Festival,1.34,71,4749.52,Festival,Rainy,Bike,5612.33,No,7.6,53.15,4.5,Yes,Average
Tripura,Agartala,01-02-2020,2020,February,20162,2908,34578.8,Wildlife Sanctuary,1.5,198,8106.04,Art Fair,Cloudy,Boat,2674.91,Yes,8.1,52.75,3.6,No,Good
Tripura,Agartala,01-03-2020,2020,March,37417,2336,44677.89,Cultural Festival,1.12,241,6489.06,Food Festival,Cloudy,Flight,1850.77,Yes,6.3,80.84,3.7,Yes,Average
Tripura,Agartala,01-04-2020,2020,April,26386,1440,20739.41,Temple,0.75,489,6998.59,Sports Event,Rainy,Bus,2397.55,Yes,10.1,91,4.9,No,Poor
Tripura,Agartala,01-05-2020,2020,May,29681,1877,48378.6,Cultural Festival,1.53,277,5523.69,Festival,Rainy,Boat,2273.27,Yes,14.5,66.39,3.5,No,Average
Tripura,Agartala,01-06-2020,2020,June,43801,3698,56633.19,Beach,1.19,308,8685.27,Sports Event,Snowy,Bike,6599.77,No,5.8,69.4,4.9,No,Good
Tripura,Agartala,01-07-2020,2020,July,22933,2031,35292.9,Hill Station,1.41,470,9419.07,Religious Event,Rainy,Bus,5169.95,No,8.4,85.64,3.4,No,Average
Tripura,Agartala,01-08-2020,2020,August,12833,3144,28469.17,Cultural Festival,1.78,375,9236.69,Music Festival,Sunny,Boat,2426.42,No,14.3,92.03,3.2,Yes,Average
Tripura,Agartala,01-09-2020,2020,September,48651,3465,55051.42,Cultural Festival,1.06,335,8130.99,Religious Event,Humid,Boat,6661.59,Yes,10.8,53.25,4.7,No,Poor
Tripura,Agartala,01-10-2020,2020,October,41331,3981,66228.91,Cultural Festival,1.46,367,1712.76,Sports Event,Cloudy,Train,5900.12,Yes,12.3,54.65,3.4,Yes,Poor
Tripura,Agartala,01-11-2020,2020,November,12553,2844,24530.76,Beach,1.59,337,9704.84,Food Festival,Sunny,Flight,6013.8,Yes,12.6,50.69,3.3,Yes,Average
Tripura,Agartala,01-12-2020,2020,December,30791,2253,51513.45,Backwaters,1.56,192,3187.88,Crafts Mela,Sunny,Bike,630.29,Yes,12.4,79.03,3.4,No,Good
Tripura,Agartala,01-01-2021,2021,January,17670,2719,34902.78,Backwaters,1.71,404,8132.21,Art Fair,Cold,Car,1673.76,No,5.4,81.76,4.4,No,Average
Tripura,Agartala,01-02-2021,2021,February,14599,4304,41484.25,River Rafting,2.19,328,8821.89,Music Festival,Cloudy,Bus,3429.36,No,11.6,57.56,4.8,Yes,Good
Tripura,Agartala,01-03-2021,2021,March,41714,3504,40949.19,Fort,0.91,158,8368.81,Sports Event,Rainy,Boat,1628.2,Yes,4.3,84.25,3.6,Yes,Good
Tripura,Agartala,01-04-2021,2021,April,46404,4949,54703.45,Temple,1.07,268,4384.19,Festival,Sunny,Bus,6985.86,Yes,13.3,64.58,4.4,Yes,Good
Tripura,Agartala,01-05-2021,2021,May,11624,3708,31616.63,Hill Station,2.06,72,3995.69,Music Festival,Cold,Train,5741.13,Yes,7.4,50.12,4.6,No,Average
Tripura,Agartala,01-06-2021,2021,June,8170,1921,15186.43,Desert Safari,1.5,229,8039.62,Sports Event,Snowy,Train,1578.51,No,11.4,63.08,3.2,No,Average
Tripura,Agartala,01-07-2021,2021,July,10146,3623,28331.59,Beach,2.06,59,4250.15,Crafts Mela,Cloudy,Bus,1192.63,Yes,13.4,62.55,4.9,No,Poor
Tripura,Agartala,01-08-2021,2021,August,31636,2137,35258.43,Temple,1.04,133,9366.69,Dance Festival,Humid,Bike,6648.34,No,8.7,90.11,4.9,No,Poor
Tripura,Agartala,01-09-2021,2021,September,6340,2160,12509.82,Backwaters,1.47,165,7991.81,Art Fair,Sunny,Bike,6338.59,No,3.8,86.33,4,No,Poor
Tripura,Agartala,01-10-2021,2021,October,24347,4848,36955.95,Temple,1.27,372,2629.92,Festival,Sunny,Flight,1635.94,No,11.8,78.38,4.4,Yes,Average
Tripura,Agartala,01-11-2021,2021,November,41965,3299,53659.41,Backwaters,1.19,241,2800.26,Art Fair,Cold,Flight,7300.66,No,3.7,73.67,4.7,No,Good
Tripura,Agartala,01-12-2021,2021,December,44842,2229,63309.91,Desert Safari,1.34,115,2844.88,Food Festival,Cloudy,Bike,1373.3,Yes,12.6,81.15,3.3,No,Poor
Tripura,Agartala,01-01-2022,2022,January,36540,516,33036.51,Desert Safari,0.89,249,8627.81,Food Festival,Cold,Flight,1612.09,No,2.5,51.5,3.2,Yes,Poor
Tripura,Agartala,01-02-2022,2022,February,43958,4737,48055.72,Cultural Festival,0.99,112,2358.68,Food Festival,Sunny,Bus,3083.61,Yes,6.7,94.3,3.4,No,Poor
Tripura,Agartala,01-03-2022,2022,March,25818,2769,34536.17,River Rafting,1.21,336,8734.19,Art Fair,Rainy,Flight,4463.65,No,11.7,77.72,3.1,Yes,Good
Tripura,Agartala,01-04-2022,2022,April,33177,2907,39125.7,River Rafting,1.08,238,8265.66,Religious Event,Rainy,Train,1303.58,No,10.8,63.76,3.4,No,Average
Tripura,Agartala,01-05-2022,2022,May,40583,3836,71415.19,Museum,1.61,467,9271.21,Food Festival,Rainy,Bike,4099.84,No,11.3,73.8,3.8,Yes,Good
Tripura,Agartala,01-06-2022,2022,June,35924,1500,40536.63,Temple,1.08,441,5299.09,Art Fair,Sunny,Bike,2532.19,No,3.5,52.19,4.5,Yes,Good
Tripura,Agartala,01-07-2022,2022,July,37154,4307,66591.37,Cultural Festival,1.61,61,9664.39,Art Fair,Snowy,Bus,6947.61,No,10.9,90.1,3.5,Yes,Average
Tripura,Agartala,01-08-2022,2022,August,10625,2336,15446.49,Desert Safari,1.19,375,8332.39,Dance Festival,Cold,Bus,6089.81,Yes,4.2,50.64,4.2,No,Average
Tripura,Agartala,01-09-2022,2022,September,45317,3087,48618.2,Wildlife Sanctuary,1,190,9015.85,Sports Event,Rainy,Train,3186.78,Yes,12.8,86.71,3.1,No,Good
Tripura,Agartala,01-10-2022,2022,October,26862,986,28756.47,Desert Safari,1.03,163,8558.61,Sports Event,Sunny,Flight,4726.03,No,11.3,64.91,3.5,Yes,Poor
Tripura,Agartala,01-11-2022,2022,November,6218,1416,12286.07,Temple,1.61,223,2092.46,Festival,Cold,Bus,3881.11,No,13.5,57.03,4.1,Yes,Good
Tripura,Agartala,01-12-2022,2022,December,17715,659,13279.64,Hill Station,0.72,489,5293.87,Crafts Mela,Cold,Flight,6048.54,No,3.7,69.23,3.8,No,Good
Tripura,Agartala,01-01-2023,2023,January,13559,4476,21023.28,Cultural Festival,1.17,255,3037.5,Religious Event,Cold,Boat,7812.27,Yes,14.4,89.73,3.2,Yes,Poor
Tripura,Agartala,01-02-2023,2023,February,39075,1544,60805.07,River Rafting,1.5,313,2498.44,Dance Festival,Cloudy,Car,7660.5,No,13.4,69.43,4.8,No,Average
Tripura,Agartala,01-03-2023,2023,March,29427,4855,33696.81,Cultural Festival,0.98,386,7537.75,Crafts Mela,Rainy,Boat,860.94,No,12.4,86.77,3.5,Yes,Average
Tripura,Agartala,01-04-2023,2023,April,36410,3108,36448.94,Museum,0.92,407,7031.94,Food Festival,Rainy,Boat,5805.96,Yes,11.9,79.59,3.7,Yes,Average
Tripura,Agartala,01-05-2023,2023,May,35041,4867,65146.45,Museum,1.63,69,5616.41,Festival,Snowy,Train,7749.1,No,3.3,57.28,4.6,Yes,Good
Tripura,Agartala,01-06-2023,2023,June,18628,4506,23734.1,Beach,1.03,430,3245.48,Food Festival,Sunny,Flight,7669.75,Yes,6.2,75.62,4.8,No,Average
Tripura,Agartala,01-07-2023,2023,July,13977,1782,14054.62,Fort,0.89,94,6054.19,Crafts Mela,Sunny,Bus,5271.33,Yes,3.5,79.76,3.2,No,Poor
Tripura,Agartala,01-08-2023,2023,August,34397,2966,42068.13,Museum,1.13,64,2629.62,Music Festival,Cold,Bike,3197.26,No,11.1,82.04,3.1,No,Poor
Tripura,Agartala,01-09-2023,2023,September,38062,657,45180.57,River Rafting,1.17,195,6174.15,Art Fair,Humid,Bus,3456.02,No,14,73.09,4,No,Average
Tripura,Agartala,01-10-2023,2023,October,17575,4715,32543.75,Backwaters,1.46,105,3104.58,Sports Event,Cold,Flight,5858.86,No,10.6,84.17,4.8,Yes,Good
Tripura,Agartala,01-11-2023,2023,November,32685,4783,35748.76,Fort,0.95,114,5572.47,Dance Festival,Cloudy,Train,7893.65,No,11.4,53.91,3.4,No,Poor
Tripura,Agartala,01-12-2023,2023,December,47819,4700,39493.07,Beach,0.75,73,5189.5,Food Festival,Humid,Bike,6346.91,Yes,8.9,85.09,3.4,Yes,Average
Manipur,Imphal,01-01-2019,2019,January,9338,4305,26576.97,Wildlife Sanctuary,1.95,181,4974.98,Art Fair,Cold,Flight,5864.03,No,7.7,65.94,3.7,Yes,Good
Manipur,Imphal,01-02-2019,2019,February,45710,3749,61497.19,Backwaters,1.24,128,1713.93,Festival,Rainy,Train,5630.83,Yes,10.6,51.4,3.1,No,Average
Manipur,Imphal,01-03-2019,2019,March,27871,1930,43814.72,Cultural Festival,1.47,62,6535.85,Food Festival,Sunny,Boat,1753.6,Yes,11.2,55.79,4.9,Yes,Good
Manipur,Imphal,01-04-2019,2019,April,8260,1001,12237.43,Temple,1.32,78,5167.07,Music Festival,Cloudy,Bike,1740.52,No,13.7,54.16,4.8,Yes,Good
Manipur,Imphal,01-05-2019,2019,May,47639,3997,41165.33,Temple,0.8,323,7870.87,Dance Festival,Rainy,Boat,1547.02,No,3.9,71.73,4.9,No,Poor
Manipur,Imphal,01-06-2019,2019,June,21424,978,34754.55,Museum,1.55,175,7818.42,Festival,Rainy,Flight,5226.91,Yes,2.2,62.07,4.7,Yes,Good
Manipur,Imphal,01-07-2019,2019,July,35746,1477,27665.14,Museum,0.74,478,7849.75,Crafts Mela,Sunny,Train,3278.96,No,8.1,87.45,3.3,Yes,Poor
Manipur,Imphal,01-08-2019,2019,August,45637,594,55281.61,River Rafting,1.2,160,6349.83,Food Festival,Cloudy,Flight,6077.5,No,10.9,52.46,4.9,No,Average
Manipur,Imphal,01-09-2019,2019,September,23089,1052,38417.77,River Rafting,1.59,103,7918.2,Music Festival,Snowy,Bus,7920.97,Yes,3.2,77.44,3,Yes,Good
Manipur,Imphal,01-10-2019,2019,October,7818,533,6877.76,Museum,0.82,439,2105.34,Dance Festival,Sunny,Flight,1609.12,No,6.2,67.17,3.9,No,Average
Manipur,Imphal,01-11-2019,2019,November,18453,4603,33961.79,Hill Station,1.47,309,2570.74,Crafts Mela,Humid,Bike,1047.95,Yes,7.7,68.25,4.2,Yes,Average
Manipur,Imphal,01-12-2019,2019,December,44528,3662,62765.06,Wildlife Sanctuary,1.3,383,6758.31,Dance Festival,Humid,Bike,1865.17,Yes,13,64.42,4.4,Yes,Poor
Manipur,Imphal,01-01-2020,2020,January,24880,3469,30489.46,Fort,1.08,388,7336.47,Religious Event,Cloudy,Flight,2278.92,Yes,2.3,52.76,3.1,No,Good
Manipur,Imphal,01-02-2020,2020,February,32765,1179,36087.89,Museum,1.06,156,6410.9,Religious Event,Rainy,Bus,6174.72,No,11.7,54.14,4,Yes,Good
Manipur,Imphal,01-03-2020,2020,March,38253,2804,40919.2,Beach,1,123,9815.07,Music Festival,Sunny,Bus,833.29,No,4,58.35,4.2,Yes,Average
Manipur,Imphal,01-04-2020,2020,April,28037,3926,53891.07,Beach,1.69,396,9271.43,Crafts Mela,Snowy,Train,7563.25,No,8,91.72,4.2,No,Average
Manipur,Imphal,01-05-2020,2020,May,30627,900,35087.34,Cultural Festival,1.11,378,2216.69,Religious Event,Cloudy,Train,1870.49,Yes,2.7,66.04,3,Yes,Average
Manipur,Imphal,01-06-2020,2020,June,24510,1878,26988.75,Hill Station,1.02,85,9575.85,Music Festival,Sunny,Bike,7404.09,No,6.8,69.22,3.2,Yes,Good
Manipur,Imphal,01-07-2020,2020,July,37691,4434,66424.25,Fort,1.58,325,2534.62,Religious Event,Rainy,Bike,7743.11,No,12.6,75.53,4.9,Yes,Poor
Manipur,Imphal,01-08-2020,2020,August,49607,3102,59004.13,Museum,1.12,196,6495.1,Food Festival,Snowy,Bike,6026.84,No,7.5,58.18,4.7,No,Average
Manipur,Imphal,01-09-2020,2020,September,8853,3886,16747.9,Desert Safari,1.31,389,6375.4,Festival,Snowy,Bike,6383.17,No,5.4,89.56,4,No,Good
Manipur,Imphal,01-10-2020,2020,October,24672,3396,34794.15,Cultural Festival,1.24,146,7623.41,Festival,Sunny,Bus,3456.7,Yes,11,62.36,3.8,Yes,Average
Manipur,Imphal,01-11-2020,2020,November,42843,3321,52636.41,Museum,1.14,206,5332.72,Food Festival,Snowy,Bus,1045.04,Yes,12.6,64.27,4.7,Yes,Good
Manipur,Imphal,01-12-2020,2020,December,13789,4947,41593.91,Beach,2.22,472,7791.76,Sports Event,Rainy,Train,2934.4,No,14.3,68.99,4.4,Yes,Average
Manipur,Imphal,01-01-2021,2021,January,18233,996,28624.69,River Rafting,1.49,347,3216.19,Food Festival,Cloudy,Train,2327.16,Yes,3.5,63.09,4.2,No,Poor
Manipur,Imphal,01-02-2021,2021,February,35000,794,35206.83,Beach,0.98,362,3336.7,Food Festival,Cold,Car,2751.33,Yes,2.9,68.59,4.2,Yes,Poor
Manipur,Imphal,01-03-2021,2021,March,12241,729,12551.64,Temple,0.97,307,7755.8,Dance Festival,Sunny,Bus,5943.32,No,9.2,57.69,4.7,No,Average
Manipur,Imphal,01-04-2021,2021,April,33328,1397,51597.47,Museum,1.49,151,5455.82,Crafts Mela,Cold,Car,7668.1,Yes,2.3,55.42,3.9,No,Poor
Manipur,Imphal,01-05-2021,2021,May,39388,3880,63136.91,Fort,1.46,330,3389.04,Art Fair,Cold,Boat,2368.84,Yes,12.4,90.04,5,Yes,Poor
Manipur,Imphal,01-06-2021,2021,June,28089,3284,52494.26,Wildlife Sanctuary,1.67,317,7555.96,Food Festival,Cold,Car,3521.85,Yes,7,79.2,4.6,Yes,Poor
Manipur,Imphal,01-07-2021,2021,July,28901,4424,32877.68,Cultural Festival,0.99,384,8198.82,Religious Event,Cloudy,Flight,6723.7,No,3.7,70.42,4.9,No,Good
Manipur,Imphal,01-08-2021,2021,August,18970,3693,29762.65,Backwaters,1.31,438,3165.1,Music Festival,Humid,Car,5675.25,No,12.3,67.83,3,No,Poor
Manipur,Imphal,01-09-2021,2021,September,44797,4610,64853.07,Temple,1.31,256,1622.51,Art Fair,Cold,Car,7041.76,No,14.4,87.14,4,No,Average
Manipur,Imphal,01-10-2021,2021,October,26158,3573,32518.43,Beach,1.09,401,8494.06,Crafts Mela,Sunny,Bike,5556.22,No,10.9,82.76,3.4,No,Average
Manipur,Imphal,01-11-2021,2021,November,8059,1995,15488.1,Museum,1.54,235,2743.81,Food Festival,Rainy,Bike,7155.11,Yes,12,88.22,3.9,No,Average
Manipur,Imphal,01-12-2021,2021,December,29161,3709,54337.67,Fort,1.65,490,3263.49,Food Festival,Snowy,Car,1730.69,Yes,2.6,72.77,3.8,Yes,Poor
Manipur,Imphal,01-01-2022,2022,January,29476,3211,26227.43,Cultural Festival,0.8,159,6474.17,Art Fair,Cloudy,Bus,2673.82,Yes,12,83.98,3.1,No,Average
Manipur,Imphal,01-02-2022,2022,February,25979,1352,43086.96,Temple,1.58,337,7224.38,Dance Festival,Cloudy,Bus,1253.72,No,2.5,82.9,3.5,No,Average
Manipur,Imphal,01-03-2022,2022,March,26644,2115,36372.93,Desert Safari,1.26,216,5459.62,Festival,Humid,Bike,5481.82,No,8.5,81.8,3,No,Average
Manipur,Imphal,01-04-2022,2022,April,13522,4567,37203.93,Hill Station,2.06,481,7538.23,Music Festival,Cold,Flight,2691.03,No,7.1,74.23,3.4,No,Average
Manipur,Imphal,01-05-2022,2022,May,7436,4420,24429.39,Museum,2.06,171,4238.23,Dance Festival,Cold,Car,4482.07,No,4.5,52.65,3.6,No,Poor
Manipur,Imphal,01-06-2022,2022,June,20571,1576,16561.98,Beach,0.75,197,6852.75,Food Festival,Sunny,Car,5326.68,No,4.4,56.52,4.7,No,Average
Manipur,Imphal,01-07-2022,2022,July,20525,4170,40280.34,Museum,1.63,94,7283.1,Dance Festival,Cloudy,Bike,7559.1,Yes,14.9,64,3.8,Yes,Average
Manipur,Imphal,01-08-2022,2022,August,13354,4733,21845.11,Hill Station,1.21,248,4490.42,Music Festival,Humid,Bike,526.16,Yes,14.3,73.54,4.8,Yes,Average
Manipur,Imphal,01-09-2022,2022,September,5379,4457,26459.27,Fort,2.69,216,8435.76,Religious Event,Cold,Bus,3128.01,Yes,3,76.09,4.8,No,Good
Manipur,Imphal,01-10-2022,2022,October,35102,2061,44824.6,Fort,1.21,191,1784.13,Food Festival,Snowy,Boat,5458.22,Yes,7.3,53.46,4.3,Yes,Average
Manipur,Imphal,01-11-2022,2022,November,32031,676,33106.74,Backwaters,1.01,198,9776.93,Dance Festival,Humid,Boat,2619.29,Yes,3.4,83.94,3.3,Yes,Poor
Manipur,Imphal,01-12-2022,2022,December,8772,3699,20351.58,Temple,1.63,218,2619.77,Music Festival,Cold,Flight,5938.1,No,12.9,57.38,3.4,Yes,Average
Manipur,Imphal,01-01-2023,2023,January,29347,4621,39029.7,Beach,1.15,190,8393.37,Dance Festival,Cold,Car,7173.21,No,3,77.32,3.3,No,Poor
Manipur,Imphal,01-02-2023,2023,February,10718,3066,22551,Cultural Festival,1.64,408,5125.9,Dance Festival,Snowy,Boat,5504.24,No,5.3,80.54,3.6,No,Average
Manipur,Imphal,01-03-2023,2023,March,38905,4664,52174.85,Cultural Festival,1.2,420,2251.87,Dance Festival,Cold,Bike,7756.72,Yes,13,74.77,4.9,Yes,Average
Manipur,Imphal,01-04-2023,2023,April,6728,2793,17640.36,Backwaters,1.85,340,3359.98,Food Festival,Snowy,Car,7379.39,No,8.3,78.43,3.5,Yes,Poor
Manipur,Imphal,01-05-2023,2023,May,8702,4095,27675.9,Beach,2.16,256,3782.1,Festival,Humid,Boat,2174.82,Yes,14.3,77.29,4.8,Yes,Good
Manipur,Imphal,01-06-2023,2023,June,7985,3822,19799.33,Beach,1.68,84,4823.26,Music Festival,Rainy,Bus,7638.67,No,9,64.44,4.7,Yes,Poor
Manipur,Imphal,01-07-2023,2023,July,44137,2055,48911.54,Backwaters,1.06,162,7835.6,Religious Event,Cold,Car,7762.35,No,12.1,76.08,3,No,Good
Manipur,Imphal,01-08-2023,2023,August,28177,2343,39320.09,Desert Safari,1.29,451,8082.24,Dance Festival,Sunny,Boat,5490.37,No,7,52.06,4.1,No,Average
Manipur,Imphal,01-09-2023,2023,September,19415,768,14579.45,Fort,0.72,212,7385.51,Sports Event,Cloudy,Bus,6106.59,Yes,7.8,64.76,3.9,Yes,Average
Manipur,Imphal,01-10-2023,2023,October,19891,3137,17811.88,River Rafting,0.77,235,4058.88,Sports Event,Humid,Boat,7261.82,Yes,3.8,61.61,3.3,Yes,Good
Manipur,Imphal,01-11-2023,2023,November,19164,2812,22250.02,River Rafting,1.01,439,3418.2,Sports Event,Sunny,Boat,2810.12,Yes,9.8,57.56,4.4,Yes,Average
Manipur,Imphal,01-12-2023,2023,December,17224,1017,24888.01,Museum,1.36,140,8033.3,Festival,Snowy,Train,3223.11,No,5.7,65.74,3.7,No,Good
Meghalaya,Shillong,01-01-2019,2019,January,6408,2984,17688.47,Backwaters,1.88,227,2826.52,Festival,Rainy,Flight,7783.04,Yes,6.9,55.54,3.4,No,Poor
Meghalaya,Shillong,01-02-2019,2019,February,33581,3184,52438.9,River Rafting,1.43,269,6608.59,Sports Event,Snowy,Boat,3783.4,No,5.3,60.35,4.4,No,Poor
Meghalaya,Shillong,01-03-2019,2019,March,14574,2689,25560.21,Fort,1.48,456,6226.8,Sports Event,Humid,Bus,4357.94,No,11.2,58.93,4.4,No,Average
Meghalaya,Shillong,01-04-2019,2019,April,40755,2766,31885.38,Fort,0.73,167,6388.89,Religious Event,Cold,Bike,2727.39,Yes,8.4,71.66,4.4,No,Good
Meghalaya,Shillong,01-05-2019,2019,May,34120,1033,41164.15,Cultural Festival,1.17,407,2624.11,Crafts Mela,Cold,Flight,7102.41,No,9.1,73.29,3.9,No,Poor
Meghalaya,Shillong,01-06-2019,2019,June,23404,3268,39274.72,Temple,1.47,112,9687.07,Festival,Sunny,Flight,6145.52,Yes,11.5,60.55,3.1,Yes,Average
Meghalaya,Shillong,01-07-2019,2019,July,9065,1757,19616.07,Beach,1.81,418,9722.28,Crafts Mela,Humid,Boat,3375.76,Yes,13.1,52.94,3.2,Yes,Poor
Meghalaya,Shillong,01-08-2019,2019,August,12104,645,14854.13,Fort,1.17,403,8571.66,Art Fair,Snowy,Train,6080.64,No,13.4,67.15,3.3,Yes,Average
Meghalaya,Shillong,01-09-2019,2019,September,40885,3858,63350.64,Cultural Festival,1.42,454,6697.92,Crafts Mela,Humid,Train,4926.76,No,14.9,63.56,3.8,No,Good
Meghalaya,Shillong,01-10-2019,2019,October,49703,4508,51122.51,Wildlife Sanctuary,0.94,339,9918.57,Festival,Sunny,Car,3122.22,No,7.1,73.67,3.9,Yes,Average
Meghalaya,Shillong,01-11-2019,2019,November,31482,4150,40612.34,Hill Station,1.14,100,4852.08,Music Festival,Cold,Boat,5251.6,Yes,8,50.99,3.8,No,Good
Meghalaya,Shillong,01-12-2019,2019,December,42023,4767,49893.27,Backwaters,1.07,411,3858.58,Dance Festival,Humid,Car,1695.48,No,14.9,68.12,4.6,No,Good
Meghalaya,Shillong,01-01-2020,2020,January,31379,4668,42777.8,Backwaters,1.19,205,3672.26,Art Fair,Snowy,Bike,1044.14,No,6.9,66.06,4.5,No,Poor
Meghalaya,Shillong,01-02-2020,2020,February,7556,3119,19039.05,Beach,1.78,323,8341.5,Food Festival,Cloudy,Car,3419.54,No,2.3,62.3,4.4,Yes,Good
Meghalaya,Shillong,01-03-2020,2020,March,12161,1738,13638.86,Wildlife Sanctuary,0.98,174,2321.1,Food Festival,Sunny,Car,5023.48,Yes,2.7,67.17,4.1,No,Good
Meghalaya,Shillong,01-04-2020,2020,April,33328,2044,57572.32,Cultural Festival,1.63,88,2012.54,Religious Event,Cold,Train,6516.84,Yes,4.2,89.32,3.3,Yes,Average
Meghalaya,Shillong,01-05-2020,2020,May,43830,3628,59284.67,Wildlife Sanctuary,1.25,145,8541.21,Festival,Cold,Flight,7676.04,Yes,2.1,81.62,3,Yes,Average
Meghalaya,Shillong,01-06-2020,2020,June,36066,667,46051.27,Cultural Festival,1.25,196,1532.29,Festival,Cold,Car,7537.28,No,7.4,79.93,4.4,Yes,Poor
Meghalaya,Shillong,01-07-2020,2020,July,32622,2714,53610.47,Fort,1.52,88,8446.18,Festival,Cloudy,Boat,5311.35,Yes,6.6,77.3,4.4,Yes,Poor
Meghalaya,Shillong,01-08-2020,2020,August,28748,893,19695.54,Fort,0.66,496,4172.81,Music Festival,Cloudy,Bus,3842.05,Yes,14.5,79.03,3.9,Yes,Poor
Meghalaya,Shillong,01-09-2020,2020,September,42744,3033,33816.78,Temple,0.74,248,9494.52,Religious Event,Cloudy,Car,7533.29,Yes,5.5,64,3.3,Yes,Poor
Meghalaya,Shillong,01-10-2020,2020,October,35100,1096,28171.18,Beach,0.78,63,9712.07,Art Fair,Rainy,Flight,7603.63,Yes,3.4,71.19,4.9,Yes,Average
Meghalaya,Shillong,01-11-2020,2020,November,15319,3062,19808.5,River Rafting,1.08,372,4001.9,Sports Event,Sunny,Boat,7012.35,No,11.4,67.13,3.2,Yes,Good
